countyname,fips,learning_modality,state,abbreviation,year,student_count
Suffolk County,25025,Hybrid,Massachusetts,MA,2021,50480
Suffolk County,25025,Hybrid,Massachusetts,MA,2022,8605
Suffolk County,25025,In Person,Massachusetts,MA,2021,494592
Suffolk County,25025,In Person,Massachusetts,MA,2022,975602
Suffolk County,36103,Hybrid,New York,NY,2022,19283
Suffolk County,36103,In Person,New York,NY,2021,1143942
Suffolk County,36103,In Person,New York,NY,2022,2267677
Suffolk city,51800,Hybrid,Virginia,VA,2022,14322
Suffolk city,51800,In Person,Virginia,VA,2021,99760
Suffolk city,51800,In Person,Virginia,VA,2022,199520
Sullivan County,18153,Hybrid,Indiana,IN,2021,1436
Sullivan County,18153,In Person,Indiana,IN,2021,12160
Sullivan County,18153,In Person,Indiana,IN,2022,26831
Sullivan County,18153,Remote,Indiana,IN,2021,718
Sullivan County,29211,In Person,Missouri,MO,2021,5630
Sullivan County,29211,In Person,Missouri,MO,2022,10402
Sullivan County,33019,Hybrid,New Hampshire,NH,2022,5100
Sullivan County,33019,In Person,New Hampshire,NH,2021,43048
Sullivan County,33019,In Person,New Hampshire,NH,2022,82284
Sullivan County,36105,Hybrid,New York,NY,2021,11026
Sullivan County,36105,Hybrid,New York,NY,2022,14650
Sullivan County,36105,In Person,New York,NY,2021,111820
Sullivan County,36105,In Person,New York,NY,2022,220364
Sullivan County,42113,In Person,Pennsylvania,PA,2021,3000
Sullivan County,42113,In Person,Pennsylvania,PA,2022,6000
Sullivan County,47163,Hybrid,Tennessee,TN,2022,15641
Sullivan County,47163,In Person,Tennessee,TN,2021,146850
Sullivan County,47163,In Person,Tennessee,TN,2022,293700
Sullivan County,47163,Remote,Tennessee,TN,2021,8503
Sully County,46119,In Person,South Dakota,SD,2021,15687
Sully County,46119,In Person,South Dakota,SD,2022,32052
Summers County,54089,Hybrid,West Virginia,WV,2021,2902
Summers County,54089,In Person,West Virginia,WV,2021,7255
Summers County,54089,In Person,West Virginia,WV,2022,14510
Summers County,54089,Remote,West Virginia,WV,2021,1451
Summit County,8117,Hybrid,Colorado,CO,2022,3582
Summit County,8117,In Person,Colorado,CO,2021,17910
Summit County,8117,In Person,Colorado,CO,2022,35820
Summit County,39153,Hybrid,Ohio,OH,2021,16315
Summit County,39153,Hybrid,Ohio,OH,2022,3605
Summit County,39153,In Person,Ohio,OH,2021,540072
Summit County,39153,In Person,Ohio,OH,2022,1031853
Summit County,39153,Remote,Ohio,OH,2022,4191
Summit County,49043,Hybrid,Utah,UT,2022,9810
Summit County,49043,In Person,Utah,UT,2021,41720
Summit County,49043,In Person,Utah,UT,2022,83440
Sumner County,20191,Hybrid,Kansas,KS,2021,1790
Sumner County,20191,In Person,Kansas,KS,2021,32437
Sumner County,20191,In Person,Kansas,KS,2022,67892
Sumner County,20191,Remote,Kansas,KS,2021,1520
Sumner County,47165,Hybrid,Tennessee,TN,2021,30425
Sumner County,47165,In Person,Tennessee,TN,2021,152125
Sumner County,47165,In Person,Tennessee,TN,2022,304250
Sumter County,1119,In Person,Alabama,AL,2021,8270
Sumter County,1119,In Person,Alabama,AL,2022,16540
Sumter County,45085,In Person,South Carolina,SC,2021,96110
Sumter County,45085,In Person,South Carolina,SC,2022,183562
Sunflower County,28133,In Person,Mississippi,MS,2021,34035
Sunflower County,28133,In Person,Mississippi,MS,2022,68070
Surry County,37171,In Person,North Carolina,NC,2021,53070
Surry County,37171,In Person,North Carolina,NC,2022,105314
Surry County,51181,In Person,Virginia,VA,2021,31840
Surry County,51181,In Person,Virginia,VA,2022,61466
Susquehanna County,42115,In Person,Pennsylvania,PA,2021,26810
Susquehanna County,42115,In Person,Pennsylvania,PA,2022,56104
Sussex County,10005,Hybrid,Delaware,DE,2022,8488
Sussex County,10005,In Person,Delaware,DE,2021,166220
Sussex County,10005,In Person,Delaware,DE,2022,324532
Sussex County,10005,Remote,Delaware,DE,2022,858
Sussex County,34037,Hybrid,New Jersey,NJ,2021,1828
Sussex County,34037,Hybrid,New Jersey,NJ,2022,5327
Sussex County,34037,In Person,New Jersey,NJ,2021,115635
Sussex County,34037,In Person,New Jersey,NJ,2022,214380
Sussex County,34037,Remote,New Jersey,NJ,2021,197
Sussex County,34037,Remote,New Jersey,NJ,2022,3805
Sussex County,51183,Hybrid,Virginia,VA,2022,6669
Sussex County,51183,In Person,Virginia,VA,2021,30585
Sussex County,51183,In Person,Virginia,VA,2022,57897
Sutter County,6101,Hybrid,California,CA,2021,312
Sutter County,6101,Hybrid,California,CA,2022,12315
Sutter County,6101,In Person,California,CA,2021,110388
Sutter County,6101,In Person,California,CA,2022,213892
Sutton County,48435,In Person,Texas,TX,2021,3895
Sutton County,48435,In Person,Texas,TX,2022,7790
Suwannee County,12121,In Person,Florida,FL,2021,29615
Suwannee County,12121,In Person,Florida,FL,2022,41461
Swain County,37173,In Person,North Carolina,NC,2021,10530
Swain County,37173,In Person,North Carolina,NC,2022,21060
Sweet Grass County,30097,In Person,Montana,MT,2021,2805
Sweet Grass County,30097,In Person,Montana,MT,2022,5046
Sweetwater County,56037,In Person,Wyoming,WY,2021,40115
Sweetwater County,56037,In Person,Wyoming,WY,2022,80230
Swift County,27151,In Person,Minnesota,MN,2021,7995
Swift County,27151,In Person,Minnesota,MN,2022,11193
Swisher County,48437,Hybrid,Texas,TX,2022,1562
Swisher County,48437,In Person,Texas,TX,2021,6330
Swisher County,48437,In Person,Texas,TX,2022,11850
Switzerland County,18155,In Person,Indiana,IN,2021,25445
Switzerland County,18155,In Person,Indiana,IN,2022,48418
Talbot County,13263,Hybrid,Georgia,GA,2021,926
Talbot County,13263,Hybrid,Georgia,GA,2022,463
Talbot County,13263,In Person,Georgia,GA,2021,2315
Talbot County,13263,In Person,Georgia,GA,2022,4630
Talbot County,13263,Remote,Georgia,GA,2021,926
Talbot County,24041,In Person,Maryland,MD,2021,4703
Talbot County,24041,In Person,Maryland,MD,2022,32921
Taliaferro County,13265,In Person,Georgia,GA,2021,860
Taliaferro County,13265,In Person,Georgia,GA,2022,1204
Taliaferro County,13265,Remote,Georgia,GA,2021,172
Talladega County,1121,Hybrid,Alabama,AL,2022,2113
Talladega County,1121,In Person,Alabama,AL,2021,74157
Talladega County,1121,In Person,Alabama,AL,2022,109109
Tallahatchie County,28135,Hybrid,Mississippi,MS,2022,4012
Tallahatchie County,28135,In Person,Mississippi,MS,2021,28370
Tallahatchie County,28135,In Person,Mississippi,MS,2022,56740
Tallapoosa County,1123,Hybrid,Alabama,AL,2022,2865
Tallapoosa County,1123,In Person,Alabama,AL,2021,37895
Tallapoosa County,1123,In Person,Alabama,AL,2022,62161
Tama County,19171,Hybrid,Iowa,IA,2022,1551
Tama County,19171,In Person,Iowa,IA,2021,50342
Tama County,19171,In Person,Iowa,IA,2022,103729
Taney County,29213,Hybrid,Missouri,MO,2021,254
Taney County,29213,Hybrid,Missouri,MO,2022,1376
Taney County,29213,In Person,Missouri,MO,2021,57408
Taney County,29213,In Person,Missouri,MO,2022,117450
Taney County,29213,Remote,Missouri,MO,2021,127
Tangipahoa Parish,22105,Hybrid,Louisiana,LA,2021,19835
Tangipahoa Parish,22105,In Person,Louisiana,LA,2021,99175
Tangipahoa Parish,22105,In Person,Louisiana,LA,2022,198350
Taos County,35055,Hybrid,New Mexico,NM,2021,790
Taos County,35055,Hybrid,New Mexico,NM,2022,3741
Taos County,35055,In Person,New Mexico,NM,2021,16540
Taos County,35055,In Person,New Mexico,NM,2022,38858
Taos County,35055,Remote,New Mexico,NM,2022,2888
Tarrant County,48439,Hybrid,Texas,TX,2022,94569
Tarrant County,48439,In Person,Texas,TX,2021,2112085
Tarrant County,48439,In Person,Texas,TX,2022,4212125
Tate County,28137,In Person,Mississippi,MS,2021,39765
Tate County,28137,In Person,Mississippi,MS,2022,70962
Tattnall County,13267,Hybrid,Georgia,GA,2022,1933
Tattnall County,13267,In Person,Georgia,GA,2021,43540
Tattnall County,13267,In Person,Georgia,GA,2022,81281
Taylor County,12123,Hybrid,Florida,FL,2021,2804
Taylor County,12123,In Person,Florida,FL,2021,14020
Taylor County,12123,In Person,Florida,FL,2022,19628
Taylor County,13269,In Person,Georgia,GA,2021,6975
Taylor County,13269,In Person,Georgia,GA,2022,13950
Taylor County,19173,In Person,Iowa,IA,2021,14575
Taylor County,19173,In Person,Iowa,IA,2022,25595
Taylor County,21217,In Person,Kentucky,KY,2021,33975
Taylor County,21217,In Person,Kentucky,KY,2022,51312
Taylor County,48441,Hybrid,Texas,TX,2021,571
Taylor County,48441,Hybrid,Texas,TX,2022,16612
Taylor County,48441,In Person,Texas,TX,2021,121882
Taylor County,48441,In Person,Texas,TX,2022,242656
Taylor County,54091,In Person,West Virginia,WV,2021,51895
Taylor County,54091,In Person,West Virginia,WV,2022,96548
Taylor County,55119,In Person,Wisconsin,WI,2021,31170
Taylor County,55119,In Person,Wisconsin,WI,2022,61407
Tazewell County,17179,Hybrid,Illinois,IL,2021,4002
Tazewell County,17179,Hybrid,Illinois,IL,2022,2311
Tazewell County,17179,In Person,Illinois,IL,2021,88182
Tazewell County,17179,In Person,Illinois,IL,2022,164975
Tazewell County,17179,Remote,Illinois,IL,2021,753
Tazewell County,17179,Remote,Illinois,IL,2022,527
Tazewell County,51185,In Person,Virginia,VA,2021,31390
Tazewell County,51185,In Person,Virginia,VA,2022,46025
Tehama County,6103,Hybrid,California,CA,2021,3184
Tehama County,6103,In Person,California,CA,2021,81370
Tehama County,6103,In Person,California,CA,2022,152402
Tehama County,6103,Remote,California,CA,2021,2910
Telfair County,13271,In Person,Georgia,GA,2021,5082
Telfair County,13271,In Person,Georgia,GA,2022,11858
Teller County,8119,Hybrid,Colorado,CO,2021,367
Teller County,8119,In Person,Colorado,CO,2021,13255
Teller County,8119,In Person,Colorado,CO,2022,19658
Tensas Parish,22107,In Person,Louisiana,LA,2021,1955
Tensas Parish,22107,In Person,Louisiana,LA,2022,3910
Terrebonne Parish,22109,Hybrid,Louisiana,LA,2021,16970
Terrebonne Parish,22109,In Person,Louisiana,LA,2021,158710
Terrebonne Parish,22109,In Person,Louisiana,LA,2022,317420
Terrell County,13273,In Person,Georgia,GA,2021,1830
Terrell County,13273,In Person,Georgia,GA,2022,3660
Terrell County,48443,In Person,Texas,TX,2021,625
Terrell County,48443,In Person,Texas,TX,2022,1250
Terry County,48445,In Person,Texas,TX,2021,11405
Terry County,48445,In Person,Texas,TX,2022,17797
Teton County,16081,Hybrid,Idaho,ID,2021,1876
Teton County,16081,Hybrid,Idaho,ID,2022,1876
Teton County,16081,In Person,Idaho,ID,2021,9380
Teton County,16081,In Person,Idaho,ID,2022,18760
Teton County,30099,In Person,Montana,MT,2021,7727
Teton County,30099,In Person,Montana,MT,2022,13083
Teton County,56039,In Person,Wyoming,WY,2021,14345
Teton County,56039,In Person,Wyoming,WY,2022,28690
Texas County,29215,Hybrid,Missouri,MO,2022,5331
Texas County,29215,In Person,Missouri,MO,2021,51305
Texas County,29215,In Person,Missouri,MO,2022,93499
Texas County,40139,In Person,Oklahoma,OK,2021,23355
Texas County,40139,In Person,Oklahoma,OK,2022,43941
Thayer County,31169,In Person,Nebraska,NE,2021,3235
Thayer County,31169,In Person,Nebraska,NE,2022,6470
Thomas County,13275,In Person,Georgia,GA,2021,36305
Thomas County,13275,In Person,Georgia,GA,2022,80998
Thomas County,20193,In Person,Kansas,KS,2021,7895
Thomas County,20193,In Person,Kansas,KS,2022,16020
Thomas County,31171,In Person,Nebraska,NE,2022,414
Throckmorton County,48447,Hybrid,Texas,TX,2021,316
Throckmorton County,48447,In Person,Texas,TX,2021,3097
Throckmorton County,48447,In Person,Texas,TX,2022,8342
Throckmorton County,48447,Remote,Texas,TX,2021,162
Thurston County,31173,In Person,Nebraska,NE,2021,5771
Thurston County,31173,In Person,Nebraska,NE,2022,11157
Thurston County,53067,Hybrid,Washington,WA,2021,13912
Thurston County,53067,In Person,Washington,WA,2021,230353
Thurston County,53067,In Person,Washington,WA,2022,412215
Tift County,13277,Hybrid,Georgia,GA,2021,39455
Tift County,13277,In Person,Georgia,GA,2021,4792
Tift County,13277,In Person,Georgia,GA,2022,11980
Tillamook County,41057,In Person,Oregon,OR,2021,17775
Tillamook County,41057,In Person,Oregon,OR,2022,33132
Tillamook County,41057,Remote,Oregon,OR,2021,1301
Tillman County,40141,In Person,Oklahoma,OK,2021,4445
Tillman County,40141,In Person,Oklahoma,OK,2022,13117
Tioga County,36107,In Person,New York,NY,2021,68545
Tioga County,36107,In Person,New York,NY,2022,137090
Tioga County,42117,In Person,Pennsylvania,PA,2021,31890
Tioga County,42117,In Person,Pennsylvania,PA,2022,58326
Tippah County,28139,Hybrid,Mississippi,MS,2021,6055
Tippah County,28139,In Person,Mississippi,MS,2021,46900
Tippah County,28139,In Person,Mississippi,MS,2022,83051
Tippecanoe County,18157,In Person,Indiana,IN,2021,153800
Tippecanoe County,18157,In Person,Indiana,IN,2022,295234
Tipton County,18159,In Person,Indiana,IN,2021,38500
Tipton County,18159,In Person,Indiana,IN,2022,64568
Tipton County,47167,In Person,Tennessee,TN,2021,66570
Tipton County,47167,In Person,Tennessee,TN,2022,125241
Tishomingo County,28141,In Person,Mississippi,MS,2021,14920
Tishomingo County,28141,In Person,Mississippi,MS,2022,29840
Titus County,48449,Hybrid,Texas,TX,2022,651
Titus County,48449,In Person,Texas,TX,2021,20740
Titus County,48449,In Person,Texas,TX,2022,41480
Todd County,21219,In Person,Kentucky,KY,2021,6183
Todd County,21219,In Person,Kentucky,KY,2022,14427
Todd County,27153,In Person,Minnesota,MN,2021,20016
Todd County,27153,In Person,Minnesota,MN,2022,49027
Todd County,46121,In Person,South Dakota,SD,2021,10675
Todd County,46121,In Person,South Dakota,SD,2022,21350
Todd County,46121,Remote,South Dakota,SD,2022,2135
Tolland County,9013,Hybrid,Connecticut,CT,2021,658
Tolland County,9013,In Person,Connecticut,CT,2021,135969
Tolland County,9013,In Person,Connecticut,CT,2022,265473
Tom Green County,48451,In Person,Texas,TX,2021,107815
Tom Green County,48451,In Person,Texas,TX,2022,214664
Tompkins County,36109,Hybrid,New York,NY,2021,5341
Tompkins County,36109,Hybrid,New York,NY,2022,1072
Tompkins County,36109,In Person,New York,NY,2021,68653
Tompkins County,36109,In Person,New York,NY,2022,135370
Tompkins County,36109,Remote,New York,NY,2021,1485
Tooele County,49045,In Person,Utah,UT,2021,100864
Tooele County,49045,In Person,Utah,UT,2022,204280
Toole County,30101,In Person,Montana,MT,2021,3300
Toole County,30101,In Person,Montana,MT,2022,6201
Toombs County,13279,In Person,Georgia,GA,2021,27790
Toombs County,13279,In Person,Georgia,GA,2022,47882
Torrance County,35057,Hybrid,New Mexico,NM,2021,1192
Torrance County,35057,Hybrid,New Mexico,NM,2022,2345
Torrance County,35057,In Person,New Mexico,NM,2021,14633
Torrance County,35057,In Person,New Mexico,NM,2022,31650
Torrance County,35057,Remote,New Mexico,NM,2021,1788
Torrance County,35057,Remote,New Mexico,NM,2022,596
Towner County,38095,In Person,North Dakota,ND,2021,2950
Towner County,38095,In Person,North Dakota,ND,2022,5900
Towns County,13281,In Person,Georgia,GA,2021,14340
Towns County,13281,In Person,Georgia,GA,2022,29426
Traill County,38097,In Person,North Dakota,ND,2021,10310
Traill County,38097,In Person,North Dakota,ND,2022,20620
Transylvania County,37175,In Person,North Carolina,NC,2021,19120
Transylvania County,37175,In Person,North Carolina,NC,2022,38240
Traverse County,27155,In Person,Minnesota,MN,2021,2815
Traverse County,27155,In Person,Minnesota,MN,2022,5630
Travis County,48453,Hybrid,Texas,TX,2021,26735
Travis County,48453,Hybrid,Texas,TX,2022,47086
Travis County,48453,In Person,Texas,TX,2021,1225241
Travis County,48453,In Person,Texas,TX,2022,2479329
Treasure County,30103,In Person,Montana,MT,2021,505
Treasure County,30103,In Person,Montana,MT,2022,1646
Trego County,20195,In Person,Kansas,KS,2021,4420
Trego County,20195,In Person,Kansas,KS,2022,7538
Trempealeau County,55121,Hybrid,Wisconsin,WI,2021,3855
Trempealeau County,55121,Hybrid,Wisconsin,WI,2022,2313
Trempealeau County,55121,In Person,Wisconsin,WI,2021,30115
Trempealeau County,55121,In Person,Wisconsin,WI,2022,52130
Treutlen County,13283,In Person,Georgia,GA,2021,5560
Treutlen County,13283,In Person,Georgia,GA,2022,7784
Trigg County,21221,In Person,Kentucky,KY,2021,25020
Trigg County,21221,In Person,Kentucky,KY,2022,50040
Trimble County,21223,In Person,Kentucky,KY,2021,6095
Trimble County,21223,In Person,Kentucky,KY,2022,8533
Trinity County,6105,In Person,California,CA,2021,7640
Trinity County,6105,In Person,California,CA,2022,13606
Trinity County,48455,Hybrid,Texas,TX,2021,1205
Trinity County,48455,In Person,Texas,TX,2021,11570
Trinity County,48455,In Person,Texas,TX,2022,23140
Trinity County,48455,Remote,Texas,TX,2021,1969
Tripp County,46123,In Person,South Dakota,SD,2021,3257
Tripp County,46123,In Person,South Dakota,SD,2022,9330
Troup County,13285,In Person,Georgia,GA,2021,59063
Troup County,13285,In Person,Georgia,GA,2022,142380
Trousdale County,47169,Hybrid,Tennessee,TN,2021,3983
Trousdale County,47169,Hybrid,Tennessee,TN,2022,3983
Trousdale County,47169,In Person,Tennessee,TN,2021,121570
Trousdale County,47169,In Person,Tennessee,TN,2022,227243
Trousdale County,47169,Remote,Tennessee,TN,2021,19015
Trumbull County,39155,Hybrid,Ohio,OH,2021,18582
Trumbull County,39155,Hybrid,Ohio,OH,2022,13912
Trumbull County,39155,In Person,Ohio,OH,2021,168805
Trumbull County,39155,In Person,Ohio,OH,2022,318322
Trumbull County,39155,Remote,Ohio,OH,2022,938
Tucker County,54093,In Person,West Virginia,WV,2021,4880
Tucker County,54093,In Person,West Virginia,WV,2022,6832
Tulare County,6107,Hybrid,California,CA,2022,1578
Tulare County,6107,In Person,California,CA,2021,690181
Tulare County,6107,In Person,California,CA,2022,1411192
Tulsa County,40143,Hybrid,Oklahoma,OK,2021,149915
Tulsa County,40143,Hybrid,Oklahoma,OK,2022,124232
Tulsa County,40143,In Person,Oklahoma,OK,2021,598513
Tulsa County,40143,In Person,Oklahoma,OK,2022,1284736
Tulsa County,40143,Remote,Oklahoma,OK,2022,504
Tunica County,28143,In Person,Mississippi,MS,2021,9415
Tunica County,28143,In Person,Mississippi,MS,2022,18830
Tuolumne County,6109,Hybrid,California,CA,2021,106
Tuolumne County,6109,Hybrid,California,CA,2022,899
Tuolumne County,6109,In Person,California,CA,2021,27592
Tuolumne County,6109,In Person,California,CA,2022,52273
Turner County,13287,In Person,Georgia,GA,2021,4792
Turner County,13287,In Person,Georgia,GA,2022,11980
Turner County,46125,In Person,South Dakota,SD,2021,26670
Turner County,46125,In Person,South Dakota,SD,2022,52681
Tuscaloosa County,1125,Hybrid,Alabama,AL,2022,2230
Tuscaloosa County,1125,In Person,Alabama,AL,2021,65700
Tuscaloosa County,1125,In Person,Alabama,AL,2022,131400
Tuscarawas County,39157,In Person,Ohio,OH,2021,75845
Tuscarawas County,39157,In Person,Ohio,OH,2022,146263
Tuscola County,26157,Hybrid,Michigan,MI,2022,1752
Tuscola County,26157,In Person,Michigan,MI,2021,66531
