countyname,fips,state,year,cases_count,deaths_count
Teller County,8119,Colorado,2021,742098,7764
Teller County,8119,Colorado,2022,1643016,18595
Washington County,8121,Colorado,2021,184797,5327
Washington County,8121,Colorado,2022,345830,9207
Weld County,8123,Colorado,2021,13016269,137964
Weld County,8123,Colorado,2022,28713734,226176
Yuma County,8125,Colorado,2021,357954,6304
Yuma County,8125,Colorado,2022,637493,7816
Fairfield County,9001,Connecticut,2021,36068623,792285
Fairfield County,9001,Connecticut,2022,70794508,877063
Hartford County,9003,Connecticut,2021,31033502,881101
Hartford County,9003,Connecticut,2022,62413188,1013717
Litchfield County,9005,Connecticut,2021,5336674,109014
Litchfield County,9005,Connecticut,2022,11051306,147992
Middlesex County,9007,Connecticut,2021,4698053,133623
Middlesex County,9007,Connecticut,2022,10049266,155594
New Haven County,9009,Connecticut,2021,33198187,761319
New Haven County,9009,Connecticut,2022,68036876,912160
New London County,9011,Connecticut,2021,8486027,161544
New London County,9011,Connecticut,2022,19287995,215268
Tolland County,9013,Connecticut,2021,3542027,66063
Tolland County,9013,Connecticut,2022,7291688,89263
Windham County,9015,Connecticut,2021,4106360,69980
Windham County,9015,Connecticut,2022,8732879,98050
Kent County,10001,Delaware,2021,7168963,130276
Kent County,10001,Delaware,2022,17346513,208061
New Castle County,10003,Delaware,2021,24044795,308951
New Castle County,10003,Delaware,2022,50880769,455437
Sussex County,10005,Delaware,2021,10208774,187597
Sussex County,10005,Delaware,2022,21057952,275254
District of Columbia,11001,District of Columbia,2021,18966666,403369
District of Columbia,11001,District of Columbia,2022,48465501,435062
Alachua County,12001,Florida,2021,10675761,119831
Alachua County,12001,Florida,2022,23495349,216080
Baker County,12003,Florida,2021,1592590,27420
Baker County,12003,Florida,2022,2896807,45396
Bay County,12005,Florida,2021,8646688,166149
Bay County,12005,Florida,2022,15336594,263329
Bradford County,12007,Florida,2021,1389762,24940
Bradford County,12007,Florida,2022,2517149,48927
Brevard County,12009,Florida,2021,19568267,395886
Brevard County,12009,Florida,2022,46412477,690133
Broward County,12011,Florida,2021,98364378,1217463
Broward County,12011,Florida,2022,209520519,1905996
Calhoun County,12013,Florida,2021,781616,18890
Calhoun County,12013,Florida,2022,1363520,31307
Charlotte County,12015,Florida,2021,5791527,168349
Charlotte County,12015,Florida,2022,12487219,263456
Citrus County,12017,Florida,2021,5087591,193901
Citrus County,12017,Florida,2022,10251847,317943
Clay County,12019,Florida,2021,8651221,156108
Clay County,12019,Florida,2022,18144194,274643
Collier County,12021,Florida,2021,15181981,218634
Collier County,12021,Florida,2022,28580403,328311
Columbia County,12023,Florida,2021,3810485,74524
Columbia County,12023,Florida,2022,7073216,128077
DeSoto County,12027,Florida,2021,1837118,36167
DeSoto County,12027,Florida,2022,3147514,48910
Dixie County,12029,Florida,2021,742947,9371
Dixie County,12029,Florida,2022,1355982,22519
Duval County,12031,Florida,2021,43989097,632958
Duval County,12031,Florida,2022,86231003,1099732
Escambia County,12033,Florida,2021,14777937,279081
Escambia County,12033,Florida,2022,26242877,424153
Flagler County,12035,Florida,2021,3460801,50882
Flagler County,12035,Florida,2022,7705849,115700
Franklin County,12037,Florida,2021,591668,8915
Franklin County,12037,Florida,2022,1014063,16857
Gadsden County,12039,Florida,2021,2426890,37825
Gadsden County,12039,Florida,2022,4633076,66219
Gilchrist County,12041,Florida,2021,760829,16414
Gilchrist County,12041,Florida,2022,1529709,30042
Glades County,12043,Florida,2021,404759,7589
Glades County,12043,Florida,2022,660672,11633
Gulf County,12045,Florida,2021,835383,17350
Gulf County,12045,Florida,2022,1418555,25149
Hamilton County,12047,Florida,2021,726636,10923
Hamilton County,12047,Florida,2022,1273935,17621
Hardee County,12049,Florida,2021,1490109,20247
Hardee County,12049,Florida,2022,2892463,40068
Hendry County,12051,Florida,2021,2091613,33614
Hendry County,12051,Florida,2022,3909544,51417
Hernando County,12053,Florida,2021,6744270,207895
Hernando County,12053,Florida,2022,14453983,357395
Highlands County,12055,Florida,2021,3891452,143010
Highlands County,12055,Florida,2022,8219633,221693
Hillsborough County,12057,Florida,2021,61389243,740327
Hillsborough County,12057,Florida,2022,129274084,1226340
Holmes County,12059,Florida,2021,1010743,19242
Holmes County,12059,Florida,2022,1796066,28935
Indian River County,12061,Florida,2021,5644722,130525
Indian River County,12061,Florida,2022,11325774,214822
Jackson County,12063,Florida,2021,2744423,63766
Jackson County,12063,Florida,2022,4937285,89220
Jefferson County,12065,Florida,2021,654555,10434
Jefferson County,12065,Florida,2022,1338750,18380
Lafayette County,12067,Florida,2021,662237,10916
Lafayette County,12067,Florida,2022,914194,19080
Lake County,12069,Florida,2021,13539427,279795
Lake County,12069,Florida,2022,29211927,491584
Lee County,12071,Florida,2021,31404462,430881
Lee County,12071,Florida,2022,64937191,705244
Leon County,12073,Florida,2021,13674816,131182
Leon County,12073,Florida,2022,29549689,213800
Levy County,12075,Florida,2021,1657901,21551
Levy County,12075,Florida,2022,3457015,51522
Liberty County,12077,Florida,2021,485005,6322
Liberty County,12077,Florida,2022,836841,9467
Madison County,12079,Florida,2021,933142,17135
Madison County,12079,Florida,2022,1944661,29906
Manatee County,12081,Florida,2021,16731595,278563
Manatee County,12081,Florida,2022,32997373,470868
Marion County,12083,Florida,2021,14250454,412805
Marion County,12083,Florida,2022,28385443,686900
Martin County,12085,Florida,2021,5343764,132595
Martin County,12085,Florida,2022,10642456,203387
Miami-Dade County,12086,Florida,2021,195254134,2477424
Miami-Dade County,12086,Florida,2022,413781938,3537391
Monroe County,12087,Florida,2021,2870511,22123
Monroe County,12087,Florida,2022,6197041,38727
Nassau County,12089,Florida,2021,3875143,55721
Nassau County,12089,Florida,2022,7423071,95767
Okaloosa County,12091,Florida,2021,9033461,146678
Okaloosa County,12091,Florida,2022,17222207,221245
Okeechobee County,12093,Florida,2021,1846253,36489
Okeechobee County,12093,Florida,2022,3536927,58678
Orange County,12095,Florida,2021,59943024,537851
Orange County,12095,Florida,2022,129659393,914689
Osceola County,12097,Florida,2021,19081389,216356
Osceola County,12097,Florida,2022,39134199,366951
Palm Beach County,12099,Florida,2021,60780494,1126695
Palm Beach County,12099,Florida,2022,128006929,1659524
Pasco County,12101,Florida,2021,19186152,345334
Pasco County,12101,Florida,2022,42353687,623261
Pinellas County,12103,Florida,2021,34649877,682045
Pinellas County,12103,Florida,2022,72812210,1097464
Polk County,12105,Florida,2021,31653127,580278
Polk County,12105,Florida,2022,69184676,969057
Putnam County,12107,Florida,2021,3121427,73381
Putnam County,12107,Florida,2022,5912378,137116
St. Johns County,12109,Florida,2021,10368971,100863
St. Johns County,12109,Florida,2022,21307364,185372
St. Lucie County,12111,Florida,2021,12006725,261775
St. Lucie County,12111,Florida,2022,25619138,398043
Santa Rosa County,12113,Florida,2021,8268141,123271
Santa Rosa County,12113,Florida,2022,16273278,200262
Sarasota County,12115,Florida,2021,14172971,336685
Sarasota County,12115,Florida,2022,31402138,533510
Seminole County,12117,Florida,2021,15546814,211758
Seminole County,12117,Florida,2022,35728064,355432
Sumter County,12119,Florida,2021,3912965,114181
Sumter County,12119,Florida,2022,7649676,187824
Suwannee County,12121,Florida,2021,2415552,54284
Suwannee County,12121,Florida,2022,4333692,101204
Taylor County,12123,Florida,2021,1211285,19609
Taylor County,12123,Florida,2022,2299850,32574
Union County,12125,Florida,2021,824880,28346
Union County,12125,Florida,2022,1432176,37361
Volusia County,12127,Florida,2021,19242947,336798
Volusia County,12127,Florida,2022,40278342,643370
Wakulla County,12129,Florida,2021,1604519,24239
Wakulla County,12129,Florida,2022,3333671,40779
Walton County,12131,Florida,2021,3212274,38574
Walton County,12131,Florida,2022,5528157,67846
Washington County,12133,Florida,2021,1212318,19441
Washington County,12133,Florida,2022,2188628,34951
Appling County,13001,Georgia,2021,974165,28145
Appling County,13001,Georgia,2022,1563077,40880
Atkinson County,13003,Georgia,2021,440713,8657
Atkinson County,13003,Georgia,2022,712680,15847
Bacon County,13005,Georgia,2021,691730,15854
Bacon County,13005,Georgia,2022,1189758,24400
Baker County,13007,Georgia,2021,101478,3790
Baker County,13007,Georgia,2022,179164,4741
Baldwin County,13009,Georgia,2021,1885330,51646
Baldwin County,13009,Georgia,2022,3185654,76678
Banks County,13011,Georgia,2021,769484,15950
Banks County,13011,Georgia,2022,1310052,29544
Barrow County,13013,Georgia,2021,4091042,54016
Barrow County,13013,Georgia,2022,7315538,82048
Bartow County,13015,Georgia,2021,5881897,92503
Bartow County,13015,Georgia,2022,9835516,143334
Ben Hill County,13017,Georgia,2021,903285,30619
Ben Hill County,13017,Georgia,2022,1431119,38884
Berrien County,13019,Georgia,2021,870402,18279
Berrien County,13019,Georgia,2022,1640164,26833
Bibb County,13021,Georgia,2021,6884380,175969
Bibb County,13021,Georgia,2022,12590981,250860
Bleckley County,13023,Georgia,2021,642316,20743
Bleckley County,13023,Georgia,2022,1111515,31724
Brantley County,13025,Georgia,2021,772164,18332
Brantley County,13025,Georgia,2022,1361919,34693
Brooks County,13027,Georgia,2021,630602,19318
Brooks County,13027,Georgia,2022,1139810,27895
Bryan County,13029,Georgia,2021,1617530,16693
Bryan County,13029,Georgia,2022,3068261,29815
Bulloch County,13031,Georgia,2021,2987259,49299
Bulloch County,13031,Georgia,2022,5132900,84244
Burke County,13033,Georgia,2021,1061008,23317
Burke County,13033,Georgia,2022,1769770,35055
Butts County,13035,Georgia,2021,1279891,32829
Butts County,13035,Georgia,2022,2173053,50491
Calhoun County,13037,Georgia,2021,242739,6079
Calhoun County,13037,Georgia,2022,446973,7461
Camden County,13039,Georgia,2021,1930896,19666
Camden County,13039,Georgia,2022,3816381,39028
Candler County,13043,Georgia,2021,424398,24984
Candler County,13043,Georgia,2022,723542,31741
Carroll County,13045,Georgia,2021,4687722,92212
Carroll County,13045,Georgia,2022,7958835,145849
Catoosa County,13047,Georgia,2021,2648193,28985
Catoosa County,13047,Georgia,2022,4854839,55412
Charlton County,13049,Georgia,2021,632705,14104
Charlton County,13049,Georgia,2022,996770,20188
Chatham County,13051,Georgia,2021,10151813,181326
Chatham County,13051,Georgia,2022,21558915,286144
Chattahoochee County,13053,Georgia,2021,1636360,5490
Chattahoochee County,13053,Georgia,2022,2376285,7027
Chattooga County,13055,Georgia,2021,1218136,28658
Chattooga County,13055,Georgia,2022,2198101,43106
Cherokee County,13057,Georgia,2021,12509360,124938
Cherokee County,13057,Georgia,2022,21324780,200559
Clarke County,13059,Georgia,2021,5982385,53223
Clarke County,13059,Georgia,2022,9946391,74566
Clay County,13061,Georgia,2021,95354,1205
Clay County,13061,Georgia,2022,174126,1929
Clayton County,13063,Georgia,2021,10909081,193896
Clayton County,13063,Georgia,2022,21609386,312333
Clinch County,13065,Georgia,2021,409530,10161
Clinch County,13065,Georgia,2022,698250,13337
Cobb County,13067,Georgia,2021,31580175,405052
Cobb County,13067,Georgia,2022,59341584,585885
Coffee County,13069,Georgia,2021,2256970,66370
Coffee County,13069,Georgia,2022,3530514,90120
Colquitt County,13071,Georgia,2021,2060092,48972
Colquitt County,13071,Georgia,2022,3870620,78898
Columbia County,13073,Georgia,2021,6973629,81398
Columbia County,13073,Georgia,2022,12045762,124079
Cook County,13075,Georgia,2021,889568,17051
Cook County,13075,Georgia,2022,1628964,23946
Coweta County,13077,Georgia,2021,5835887,89414
Coweta County,13077,Georgia,2022,11236090,156047
Crawford County,13079,Georgia,2021,293656,9191
Crawford County,13079,Georgia,2022,599804,18024
Crisp County,13081,Georgia,2021,873311,31520
Crisp County,13081,Georgia,2022,1569201,43742
Dade County,13083,Georgia,2021,599636,5366
Dade County,13083,Georgia,2022,1109715,10196
Dawson County,13085,Georgia,2021,1289266,18168
Dawson County,13085,Georgia,2022,2336690,32125
Decatur County,13087,Georgia,2021,1278187,28530
Decatur County,13087,Georgia,2022,2386478,41805
DeKalb County,13089,Georgia,2021,26411535,384238
DeKalb County,13089,Georgia,2022,51713893,556177
Dodge County,13091,Georgia,2021,956723,39382
Dodge County,13091,Georgia,2022,1722154,49389
Dooly County,13093,Georgia,2021,452029,17020
Dooly County,13093,Georgia,2022,795895,22233
Dougherty County,13095,Georgia,2021,3293319,119328
Dougherty County,13095,Georgia,2022,6623790,160659
Douglas County,13097,Georgia,2021,6227238,84218
Douglas County,13097,Georgia,2022,11882769,129420
Early County,13099,Georgia,2021,511977,18054
Early County,13099,Georgia,2022,913305,20179
Echols County,13101,Georgia,2021,204302,3197
Echols County,13101,Georgia,2022,307972,3786
Effingham County,13103,Georgia,2021,2169037,34481
Effingham County,13103,Georgia,2022,4470481,63064
Elbert County,13105,Georgia,2021,941007,26263
Elbert County,13105,Georgia,2022,1505146,35345
Emanuel County,13107,Georgia,2021,1154484,33942
Emanuel County,13107,Georgia,2022,1955566,51142
Evans County,13109,Georgia,2021,432421,12675
Evans County,13109,Georgia,2022,791634,20743
Fannin County,13111,Georgia,2021,1018221,28640
Fannin County,13111,Georgia,2022,1691313,50743
Fayette County,13113,Georgia,2021,3683378,65324
Fayette County,13113,Georgia,2022,7779197,104687
Floyd County,13115,Georgia,2021,5034861,94905
Floyd County,13115,Georgia,2022,9087741,165300
Forsyth County,13117,Georgia,2021,9385070,74507
Forsyth County,13117,Georgia,2022,18759639,127727
Franklin County,13119,Georgia,2021,1116543,21186
Franklin County,13119,Georgia,2022,1777298,32565
Fulton County,13121,Georgia,2021,38700416,524827
Fulton County,13121,Georgia,2022,75028899,749706
Gilmer County,13123,Georgia,2021,1271017,34542
Gilmer County,13123,Georgia,2022,2303898,56467
Glascock County,13125,Georgia,2021,113664,6520
Glascock County,13125,Georgia,2022,200458,8063
Glynn County,13127,Georgia,2021,3823501,80576
Glynn County,13127,Georgia,2022,7714776,129951
Gordon County,13129,Georgia,2021,3278317,49013
Gordon County,13129,Georgia,2022,5521491,85569
Grady County,13131,Georgia,2021,960818,24601
Grady County,13131,Georgia,2022,1929113,35348
Greene County,13133,Georgia,2021,760781,22057
Greene County,13133,Georgia,2022,1324216,27187
Gwinnett County,13135,Georgia,2021,39630372,432711
Gwinnett County,13135,Georgia,2022,70511838,605954
Habersham County,13137,Georgia,2021,2143926,60538
Habersham County,13137,Georgia,2022,3352200,84406
Hall County,13139,Georgia,2021,11104455,182164
Hall County,13139,Georgia,2022,18082922,269871
Hancock County,13141,Georgia,2021,356172,24856
Hancock County,13141,Georgia,2022,536959,28723
Haralson County,13143,Georgia,2021,1086854,33344
Haralson County,13143,Georgia,2022,1804976,54903
Harris County,13145,Georgia,2021,1057154,23637
Harris County,13145,Georgia,2022,2012669,36278
Hart County,13147,Georgia,2021,993707,20729
Hart County,13147,Georgia,2022,1606777,31562
Heard County,13149,Georgia,2021,387443,9011
Heard County,13149,Georgia,2022,724627,17238
Henry County,13151,Georgia,2021,10468212,130054
Henry County,13151,Georgia,2022,19698401,218635
Houston County,13153,Georgia,2021,6476914,103372
Houston County,13153,Georgia,2022,13437065,159931
Irwin County,13155,Georgia,2021,406602,11327
Irwin County,13155,Georgia,2022,632413,15921
Jackson County,13157,Georgia,2021,4091355,58608
Jackson County,13157,Georgia,2022,7031364,92413
Jasper County,13159,Georgia,2021,588985,15178
Jasper County,13159,Georgia,2022,1048907,23461
Jeff Davis County,13161,Georgia,2021,807581,17325
Jeff Davis County,13161,Georgia,2022,1285182,23145
Jefferson County,13163,Georgia,2021,786239,25297
Jefferson County,13163,Georgia,2022,1213460,35713
Jenkins County,13165,Georgia,2021,347522,16829
Jenkins County,13165,Georgia,2022,501744,21426
Johnson County,13167,Georgia,2021,456957,18637
Johnson County,13167,Georgia,2022,743499,23798
Jones County,13169,Georgia,2021,894315,23150
Jones County,13169,Georgia,2022,1692122,35500
Lamar County,13171,Georgia,2021,898336,23702
Lamar County,13171,Georgia,2022,1627395,36973
Lanier County,13173,Georgia,2021,367738,4982
Lanier County,13173,Georgia,2022,756440,7815
Laurens County,13175,Georgia,2021,2456250,67948
Laurens County,13175,Georgia,2022,4591840,97023
Lee County,13177,Georgia,2021,1227047,22716
Lee County,13177,Georgia,2022,2447164,33149
